id;cidade;area;quartos;banheiro;vagas;andar;animal;mobiliado;condominio;aluguel;taxas;seguro;total;alugado;relacao
1487;5;65;1;1;0;3;0;0;185;1300;63;17;1565;1;364
1488;4;80;2;1;0;3;0;0;450;1100;0;15;1565;0;308
1489;1;66;3;1;0;0;1;0;15;1525;0;26;1566;1;427
1490;1;70;2;1;1;3;0;0;344;1100;107;15;1566;0;308
1491;5;54;2;1;1;5;0;0;245;1300;4;17;1566;1;364
1492;4;26;1;1;0;3;1;0;325;1200;26;16;1567;1;336
1493;3;38;1;1;0;15;1;0;210;1300;38;19;1567;1;364
1494;3;60;2;1;1;5;1;0;350;1150;50;17;1567;0;322
1495;1;78;2;2;2;3;1;0;150;1300;100;18;1568;1;364
1496;1;47;2;1;1;4;0;0;250;1300;0;18;1568;1;364
1497;1;90;3;2;1;1;1;0;135;1300;115;18;1568;1;364
1498;5;35;1;1;0;8;0;0;265;1270;17;17;1569;1;356
1499;2;55;1;1;1;5;0;0;730;750;80;10;1570;0;210
1500;5;110;1;1;1;0;1;0;0;1300;250;20;1570;1;364
1501;4;70;3;2;0;1;1;0;0;1500;50;20;1570;1;420
1502;4;70;3;2;0;1;1;0;0;1500;50;20;1570;1;420
1503;4;30;1;1;0;1;1;0;310;1200;45;16;1571;1;336
1504;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1505;5;33;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1506;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1507;5;33;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1508;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1509;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1510;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1511;4;30;1;1;1;2;1;0;600;900;60;12;1572;0;252
1512;3;60;2;1;0;2;1;0;389;850;320;13;1572;0;238
1513;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1514;5;35;1;1;0;1;0;0;250;1305;0;17;1572;1;365
1515;4;80;2;1;0;3;1;0;871;600;94;8;1573;0;168
1516;2;110;3;1;1;0;1;0;0;1500;50;23;1573;1;420
1517;5;70;2;1;0;0;1;0;0;1550;0;24;1574;1;434
1518;5;60;1;1;0;0;1;0;0;1300;255;20;1575;1;364
1519;5;18;1;1;0;8;1;0;400;1130;30;15;1575;0;316
1520;4;40;1;1;0;1;1;0;379;1180;0;16;1575;0;330
1521;4;30;1;1;0;8;0;0;590;850;126;11;1577;0;238
1522;5;80;2;1;1;0;1;0;0;1500;55;23;1578;1;420
1523;3;65;2;1;1;2;1;0;135;1400;22;21;1578;1;392
1524;1;83;3;2;2;1;1;0;200;1250;112;17;1579;1;350
1525;1;70;2;1;1;3;1;0;390;1100;74;15;1579;0;308
1526;3;38;1;1;0;6;0;0;670;806;92;12;1580;0;226
1527;3;83;2;1;0;3;1;0;230;1300;31;19;1580;1;364
1528;3;70;2;1;1;2;1;1;100;1360;100;20;1580;1;381
1529;3;50;2;1;1;2;1;0;100;1460;0;22;1582;1;409
1530;2;60;3;2;1;5;1;0;366;1200;0;16;1582;0;336
1531;5;70;3;2;0;0;1;0;0;1500;60;23;1583;1;420
1532;5;30;1;1;0;18;0;0;590;980;0;13;1583;0;274
1533;2;45;1;1;1;15;1;0;653;880;38;12;1583;0;246
1534;3;77;3;2;1;2;0;0;284;1260;20;19;1583;1;353
1535;1;98;2;1;0;0;0;0;0;1500;58;25;1583;1;420
1536;5;90;1;1;1;1;1;0;200;1300;67;17;1584;1;364
1537;2;42;1;1;0;5;0;0;587;950;34;13;1584;0;266
1538;5;50;2;1;1;2;1;0;420;1150;0;15;1585;0;322
1539;4;45;1;1;0;11;1;0;470;1100;0;15;1585;0;308
1540;5;45;2;1;0;0;0;0;70;1450;43;22;1585;1;406
1541;1;60;3;1;1;4;1;0;180;1300;87;18;1585;1;364
1542;4;35;1;1;0;7;0;0;450;1100;21;15;1586;0;308
1543;5;39;1;1;1;4;1;0;529;995;49;13;1586;0;279
1544;5;70;2;1;1;3;0;0;710;820;45;11;1586;0;230
1545;2;80;2;1;1;6;0;0;498;1000;75;13;1586;0;280
1546;3;70;1;2;0;0;0;0;0;1500;59;27;1586;1;420
1547;4;35;1;1;0;7;0;0;450;1100;21;15;1586;0;308
1548;5;35;1;1;0;5;1;0;270;1300;0;17;1587;1;364
1549;5;125;2;1;1;0;1;0;0;1490;74;23;1587;1;417
1550;5;80;2;1;0;0;1;0;0;1400;165;22;1587;1;392
1551;1;60;2;1;1;2;1;0;275;1200;97;16;1588;1;336
1552;1;63;3;2;2;2;0;0;180;1300;90;18;1588;1;364
1553;1;70;2;1;1;6;1;0;370;1100;103;15;1588;0;308
1554;1;75;2;1;2;0;1;0;0;1500;63;25;1588;1;420
1555;2;82;1;1;1;0;1;0;290;1200;82;16;1588;1;336
1556;5;30;1;1;0;1;1;0;0;1550;21;20;1591;1;434
1557;5;30;1;1;0;1;1;1;0;1550;21;20;1591;1;434
1558;2;51;1;1;1;1;1;0;670;820;90;11;1591;0;230
1559;5;42;1;1;0;1;1;0;400;1150;27;15;1592;0;322
1560;5;55;1;1;0;13;1;0;400;1177;0;15;1592;0;330
1561;3;44;1;1;0;5;1;0;355;1200;20;18;1593;0;336
1562;5;80;2;1;2;0;1;0;0;1569;0;24;1593;1;439
1563;3;121;2;1;2;3;1;0;300;1200;75;18;1593;1;336
1564;1;80;3;2;1;1;1;0;280;1200;97;16;1593;1;336
1565;3;30;2;2;1;1;1;0;250;1275;50;19;1594;1;357
1566;3;65;1;1;0;5;1;1;300;1250;25;19;1594;1;350
1567;1;23;1;1;1;7;1;0;144;1300;132;18;1594;1;364
1568;1;70;3;1;0;3;0;0;275;1200;104;16;1595;1;336
1569;1;70;3;1;0;3;0;0;275;1200;104;16;1595;1;336
1570;1;90;3;2;1;2;1;0;280;1200;100;16;1596;1;336
1571;3;84;3;1;0;3;1;1;70;1460;44;22;1596;1;409
1572;5;80;2;2;1;0;0;0;0;1500;75;23;1598;1;420
1573;1;60;2;1;1;2;1;0;250;1300;30;18;1598;1;364
1574;5;45;1;1;0;0;1;0;0;1500;76;23;1599;1;420
1575;2;54;1;1;1;5;1;0;750;773;67;10;1600;0;216
1576;3;42;1;1;1;3;1;1;162;1400;17;21;1600;1;392
1577;3;54;2;1;2;2;1;0;240;1310;30;20;1600;1;367
1578;1;48;2;1;1;2;1;0;170;1400;12;19;1601;1;392
1579;1;48;2;1;1;2;1;0;170;1400;12;19;1601;1;392
1580;2;58;1;1;0;3;1;0;500;1050;38;14;1602;0;294
1581;1;60;3;2;1;10;1;0;404;1100;83;15;1602;0;308
1582;5;65;2;1;1;1;1;0;100;1400;84;18;1602;1;392
1583;4;26;1;1;0;8;0;0;305;1280;0;17;1602;1;358
1584;3;75;2;1;1;7;1;0;350;1200;34;18;1602;0;336
1585;5;50;1;1;1;0;0;0;0;1500;80;23;1603;1;420
1586;5;45;1;1;1;0;0;0;0;1500;80;23;1603;1;420
1587;3;70;2;1;0;0;1;0;320;1200;65;18;1603;1;336
1588;3;48;1;1;0;4;1;1;250;1300;34;19;1603;1;364
1589;4;50;2;1;1;5;1;1;430;1150;9;15;1604;0;322
1590;3;60;1;1;0;1;1;0;230;1286;70;19;1605;1;360
1591;1;85;2;1;1;3;1;0;250;1250;88;17;1605;1;350
1592;2;40;2;1;1;3;1;0;320;1200;70;16;1606;1;336
1593;2;40;1;1;1;1;0;1;560;1000;33;13;1606;0;280
1594;5;65;2;1;0;0;1;0;0;1500;84;23;1607;1;420
1595;3;47;2;1;1;7;1;0;389;1200;0;18;1607;0;336
1596;2;76;3;2;1;4;1;0;547;950;97;13;1607;0;266
1597;1;70;3;2;1;2;1;0;230;1300;59;18;1607;1;364
1598;5;34;1;1;0;5;0;0;347;1200;45;16;1608;0;336
1599;1;450;2;2;5;0;1;0;0;1512;71;25;1608;1;423
1600;2;72;3;1;1;1;1;1;470;1075;49;14;1608;0;301
1601;4;55;1;1;0;0;1;1;0;1500;85;23;1608;1;420
1602;5;38;2;1;0;2;1;0;90;1500;0;20;1610;1;420
1603;3;44;1;2;0;3;1;0;140;1350;100;20;1610;1;378
1604;1;72;2;1;2;4;0;0;195;1300;97;18;1610;1;364
1605;4;65;2;1;1;8;1;0;610;900;88;12;1610;0;252
1606;5;56;2;1;0;0;1;0;200;1400;0;10;1610;1;392
1607;3;44;1;2;0;3;1;0;140;1350;100;20;1610;1;378
1608;2;212;4;1;2;0;1;0;0;1500;88;23;1611;1;420
1609;2;87;2;1;0;10;1;0;415;1100;82;14;1611;0;308
1610;3;30;1;1;0;2;1;1;280;1270;42;19;1611;1;356
1611;5;39;2;1;0;1;1;0;120;1430;43;19;1612;1;400
1612;5;120;2;1;0;0;1;0;0;1500;90;23;1613;1;420
1613;3;30;1;1;0;11;1;0;260;1300;34;19;1613;1;364
1614;5;95;3;2;0;0;1;0;0;1590;0;24;1614;1;445
1615;5;39;1;1;0;8;1;0;330;1250;19;16;1615;1;350
1616;5;26;1;1;0;4;0;0;394;1178;28;15;1615;0;330
1617;4;15;1;1;0;1;0;0;500;1100;0;15;1615;0;308
1618;4;75;2;1;1;2;1;0;450;1100;50;15;1615;0;308
1619;4;40;1;1;0;2;1;0;480;1100;20;15;1615;0;308
1620;1;67;2;1;0;5;0;1;388;1140;71;16;1615;0;319
1621;5;44;1;1;1;13;1;0;400;1200;0;16;1616;0;336
1622;3;88;2;1;0;1;1;1;270;1300;27;19;1616;1;364
1623;5;35;1;1;0;7;1;0;400;1200;0;16;1616;0;336
1624;5;36;1;1;1;1;1;0;130;1379;99;10;1618;1;386
1625;5;70;2;1;1;1;1;0;484;1100;20;14;1618;0;308
1626;2;60;3;1;1;0;0;0;450;1087;67;14;1618;0;304
1627;4;53;2;1;1;4;1;1;365;1239;0;16;1620;0;347
1628;3;50;1;1;0;10;1;0;250;1350;0;20;1620;1;378
1629;2;70;1;1;1;11;0;0;365;1200;40;16;1621;0;336
1630;5;47;2;1;0;1;1;0;0;1600;0;21;1621;1;448
1631;3;50;2;1;1;1;0;0;100;1500;0;22;1622;1;420
1632;3;50;2;2;1;4;1;0;270;1300;34;19;1623;1;364
1633;5;60;1;1;1;0;1;0;0;1500;100;23;1623;1;420
1634;5;35;1;1;1;0;1;0;0;1500;101;23;1624;1;420
1635;5;50;1;1;0;0;1;0;0;1600;0;25;1625;1;448
1636;5;102;3;2;2;0;1;0;0;1600;0;25;1625;1;448
1637;5;50;1;1;0;0;1;0;0;1600;0;25;1625;1;448
1638;2;35;1;1;0;0;1;0;0;1600;0;25;1625;1;448
1639;1;40;1;1;0;3;0;0;496;1000;116;14;1626;0;280
1640;3;58;2;1;1;4;1;0;220;1320;67;20;1627;1;370
1641;5;45;2;1;1;7;0;0;320;1290;0;17;1627;1;361
1642;5;69;3;1;1;1;1;0;413;1199;0;16;1628;0;336
1643;1;88;3;2;1;3;1;0;320;1290;0;18;1628;1;361
1644;2;45;1;1;1;4;1;0;700;870;46;12;1628;0;244
1645;3;50;1;1;1;4;1;0;420;1190;0;18;1628;0;333
1646;3;64;2;1;1;4;1;0;600;980;34;15;1629;0;274
1647;4;26;1;1;0;2;0;0;50;1500;59;20;1629;1;420
1648;5;50;2;1;1;5;1;1;505;1100;11;14;1630;0;308
1649;2;50;1;1;1;1;1;0;650;900;69;12;1631;0;252
1650;5;39;2;1;0;3;1;0;120;1450;43;19;1632;1;406
1651;5;25;1;1;0;16;1;0;294;1300;22;17;1633;1;364
1652;3;80;2;1;0;0;1;1;0;1610;0;24;1634;1;451
1653;3;71;3;1;0;1;1;0;320;1250;46;19;1635;1;350
1654;5;60;2;1;0;0;1;0;1;1610;0;25;1636;1;451
1655;4;66;2;1;1;3;1;0;477;1100;44;15;1636;0;308
1656;5;100;1;1;0;0;1;0;0;1530;84;23;1637;1;428
1657;1;88;3;2;2;2;0;0;312;1200;109;16;1637;1;336
1658;4;50;1;1;0;2;0;0;800;800;26;11;1637;0;224
1659;5;70;3;1;1;8;1;0;523;1100;0;14;1637;0;308
1660;3;50;1;1;1;3;0;0;370;1200;50;18;1638;0;336
1661;4;55;2;2;1;5;0;0;720;850;58;11;1639;0;238
1662;5;57;2;2;1;8;1;0;465;1150;10;15;1640;0;322
1663;5;100;2;3;1;0;0;0;0;1500;117;23;1640;1;420
1664;1;75;3;1;1;4;0;0;482;1000;145;14;1641;0;280
1665;2;60;1;1;0;3;1;0;250;1300;75;17;1642;1;364
1666;2;60;1;1;0;3;1;0;250;1300;75;17;1642;1;364
1667;3;69;3;1;1;5;1;0;450;1100;75;17;1642;0;308
1668;5;38;1;1;0;19;0;0;583;1000;46;13;1642;0;280
1669;1;80;3;2;1;1;1;0;305;1200;122;16;1643;1;336
1670;3;90;2;1;1;2;1;1;220;1350;53;20;1643;1;378
1671;5;32;1;1;0;18;1;0;330;1200;100;16;1646;1;336
1672;5;40;1;1;0;9;1;0;299;1300;30;17;1646;1;364
1673;4;24;1;1;0;11;1;0;206;1400;21;19;1646;1;392
1674;2;50;2;1;1;3;1;0;613;1000;20;13;1646;0;280
1675;1;84;3;2;0;3;1;0;250;1250;130;17;1647;1;350
1676;5;70;1;2;1;0;1;0;0;1500;125;23;1648;1;420
1677;5;60;1;2;0;0;0;0;0;1600;23;25;1648;1;448
1678;5;125;2;2;1;0;1;0;0;1570;55;24;1649;1;440
1679;5;60;2;1;0;0;1;0;0;1600;25;25;1650;1;448
1680;2;58;1;2;1;10;0;0;850;750;40;10;1650;0;210
1681;4;57;2;1;0;1;1;0;100;1530;0;20;1650;1;428
1682;5;37;1;1;0;0;1;0;0;1625;0;25;1650;1;455
1683;4;57;2;1;0;1;1;0;100;1530;0;20;1650;1;428
1684;4;36;1;1;0;4;0;1;1;1627;1;21;1650;1;456
1685;5;55;2;1;1;4;1;1;100;1530;0;20;1650;1;428
1686;3;42;1;1;0;4;1;0;400;1200;33;18;1651;0;336
1687;4;68;2;1;1;5;1;0;660;870;109;12;1651;0;244
1688;3;70;2;1;0;8;1;1;400;1200;34;18;1652;0;336
1689;2;83;1;1;1;4;0;0;500;1080;59;14;1653;0;302
1690;3;75;2;1;2;2;1;0;380;1200;55;18;1653;0;336
1691;3;62;2;1;0;8;1;0;504;1100;32;17;1653;0;308
1692;3;79;2;1;0;0;1;0;448;1105;84;17;1654;0;309
1693;3;73;2;1;0;1;1;1;260;1350;25;20;1655;1;378
1694;4;75;2;1;0;4;1;0;440;1200;0;16;1656;0;336
1695;4;75;2;1;0;4;1;0;440;1200;0;16;1656;0;336
1696;4;53;2;1;0;5;1;0;643;1000;0;13;1656;0;280
1697;5;51;2;1;1;7;1;0;468;1100;75;14;1657;0;308
1698;3;67;3;2;1;3;1;0;350;1230;60;18;1658;0;344
1699;3;40;1;1;0;2;1;1;0;1630;4;24;1658;1;456
1700;1;86;2;1;1;1;1;0;200;1310;130;18;1658;1;367
1701;1;90;2;2;0;7;1;0;336;1250;55;17;1658;1;350
1702;5;55;1;1;0;0;1;0;0;1500;138;23;1661;1;420
1703;1;64;3;1;0;3;0;0;215;1400;27;19;1661;1;392
1704;1;64;3;1;0;3;0;0;215;1400;27;19;1661;1;392
1705;2;60;2;1;0;1;1;0;457;1134;55;15;1661;0;318
1706;5;49;2;1;1;10;0;0;395;1250;0;16;1661;0;350
1707;2;76;3;1;1;8;0;0;484;1100;63;14;1661;0;308
1708;1;25;1;1;0;3;0;1;700;890;59;12;1661;0;249
1709;2;60;2;1;0;1;1;0;457;1134;55;15;1661;0;318
1710;2;68;1;1;1;10;0;1;600;1000;48;13;1661;0;280
1711;3;50;2;1;1;2;1;0;100;1540;0;23;1663;1;431
1712;5;60;2;1;0;2;1;0;200;1445;0;19;1664;1;405
1713;3;64;1;1;1;2;1;1;398;1200;48;18;1664;0;336
1714;1;28;1;1;0;0;0;1;550;1100;0;15;1665;0;308
1715;4;74;3;1;0;0;1;0;0;1600;40;25;1665;1;448
1716;1;28;1;1;0;0;0;1;550;1100;0;15;1665;0;308
1717;1;28;1;1;1;0;0;1;550;1100;0;15;1665;0;308
1718;4;74;3;1;0;0;1;0;0;1600;40;25;1665;1;448
1719;1;32;1;1;0;0;0;1;550;1100;0;15;1665;0;308
1720;5;53;2;1;1;5;1;0;690;950;12;13;1665;0;266
1721;1;117;3;1;1;0;1;0;0;1530;110;26;1666;1;428
1722;5;71;2;1;0;3;1;1;613;1040;0;14;1667;0;291
1723;1;360;3;1;3;0;1;0;0;1500;142;25;1667;1;420
1724;5;70;1;1;0;0;0;0;0;1520;125;23;1668;1;426
1725;4;56;2;1;1;18;1;0;568;1000;88;13;1669;0;280
1726;3;50;2;1;1;3;1;1;334;1300;16;19;1669;1;364
1727;4;18;1;1;0;14;0;0;521;1040;95;14;1670;0;291
1728;4;60;2;1;1;2;1;0;300;1300;53;17;1670;1;364
1729;1;45;1;1;1;6;0;0;251;1300;101;18;1670;1;364
1730;4;60;2;1;1;2;1;0;300;1300;53;17;1670;1;364
1731;5;53;2;2;1;6;0;0;400;1250;5;16;1671;0;350
1732;4;20;1;1;0;11;0;1;0;1650;0;22;1672;1;462
1733;3;38;1;1;0;3;1;0;300;1300;53;19;1672;1;364
1734;4;20;1;1;0;1;1;0;375;1250;30;17;1672;0;350
1735;5;70;1;1;1;2;1;0;300;1200;157;16;1673;1;336
1736;3;36;1;1;0;4;0;1;277;1290;87;19;1673;1;361
1737;1;55;2;1;1;3;1;0;270;1300;85;18;1673;1;364
1738;5;50;2;1;1;0;1;0;510;1100;50;14;1674;0;308
1739;3;63;2;1;0;3;1;1;200;1400;53;21;1674;1;392
1740;3;63;2;1;0;3;1;1;200;1400;53;21;1674;1;392
1741;5;42;1;1;0;0;0;0;0;1600;50;25;1675;1;448
1742;5;100;2;1;2;0;1;0;0;1650;0;25;1675;1;462
1743;5;72;2;1;1;4;1;0;650;1000;12;13;1675;0;280
1744;5;55;1;1;0;0;1;0;0;1650;0;25;1675;1;462
1745;1;65;2;2;1;11;1;0;490;1100;70;15;1675;0;308
1746;5;40;1;1;0;3;1;0;307;1350;0;18;1675;1;378
1747;5;55;2;1;0;0;1;0;0;1600;50;25;1675;1;448
1748;5;150;2;3;1;0;1;0;0;1650;0;25;1675;1;462
1749;5;50;2;1;1;3;1;0;360;1300;0;17;1677;1;364
1750;5;31;1;1;0;22;1;0;330;1330;0;17;1677;1;372
1751;2;75;2;1;2;1;1;0;235;1400;25;18;1678;1;392
1752;3;42;2;1;0;1;1;0;360;1200;100;18;1678;0;336
1753;5;35;1;1;0;1;1;0;260;1400;0;18;1678;1;392
1754;2;65;1;1;1;9;1;0;380;1200;83;16;1679;0;336
1755;4;28;1;1;0;5;1;0;320;1300;42;17;1679;1;364
1756;2;44;1;1;1;2;1;0;390;1200;74;16;1680;0;336
1757;5;35;1;1;0;7;0;0;465;1200;0;16;1681;0;336
1758;4;54;2;2;1;6;1;0;829;700;142;10;1681;0;196
1759;2;200;2;1;1;0;1;0;0;1410;250;22;1682;1;395
1760;3;87;2;1;0;2;1;0;300;1300;64;19;1683;1;364
1761;2;59;2;1;1;5;1;0;430;1190;47;16;1683;0;333
1762;2;55;1;1;1;2;1;0;570;1100;0;14;1684;0;308
1763;5;50;2;1;1;5;1;0;570;1100;0;14;1684;0;308
1764;1;118;3;3;1;1;1;0;350;1230;88;17;1685;0;344
1765;2;60;1;1;2;0;1;0;0;1610;50;25;1685;1;451
1766;5;80;1;1;0;0;1;0;0;1600;60;25;1685;1;448
1767;5;110;2;1;1;0;1;0;0;1500;163;23;1686;1;420
1768;1;75;2;2;1;3;1;0;270;1300;98;18;1686;1;364
1769;3;140;3;3;1;0;1;0;100;1500;59;27;1686;1;420
1770;5;35;1;1;1;5;0;1;420;1250;0;16;1686;0;350
1771;1;28;1;1;1;6;0;1;720;890;65;12;1687;0;249
1772;3;42;1;1;1;7;1;0;415;1200;54;18;1687;0;336
1773;4;120;2;2;1;14;1;0;858;800;18;11;1687;0;224
1774;1;70;2;2;1;3;1;0;523;1050;100;14;1687;0;294
1775;4;76;2;1;0;3;1;0;625;1000;50;13;1688;0;280
1776;4;76;2;1;0;3;1;0;625;1000;50;13;1688;0;280
1777;5;33;1;1;0;18;1;1;350;1300;21;17;1688;1;364
1778;1;71;3;2;2;3;1;0;270;1300;101;18;1689;1;364
1779;3;60;1;1;1;2;0;0;345;1290;35;19;1689;1;361
1780;2;67;3;1;1;9;1;0;447;1200;26;16;1689;0;336
1781;3;44;1;1;0;3;1;0;330;1300;40;19;1689;1;364
1782;2;68;2;1;0;0;1;0;0;1650;14;25;1689;1;462
1783;4;15;1;1;0;11;0;1;0;1670;0;22;1692;1;468
1784;5;67;2;1;0;12;1;0;477;1200;0;16;1693;0;336
1785;2;62;2;1;0;1;1;0;440;1200;38;16;1694;0;336
1786;5;47;2;1;1;4;0;0;580;1100;0;14;1694;0;308
1787;3;58;2;1;1;1;1;0;300;1350;25;20;1695;1;378
1788;4;48;2;1;1;12;1;0;400;1270;9;17;1696;0;356
1789;5;67;2;1;1;6;1;0;313;1200;167;16;1696;1;336
1790;1;90;1;2;0;4;1;0;325;1300;54;18;1697;1;364
1791;4;30;1;1;0;5;0;0;1100;505;85;7;1697;0;141
1792;4;65;2;1;1;16;1;0;560;1000;125;13;1698;0;280
1793;1;90;3;2;1;1;1;0;280;1300;100;18;1698;1;364
1794;5;53;2;1;1;8;1;0;380;1270;31;17;1698;0;356
1795;5;52;2;1;1;17;1;0;540;1100;45;14;1699;0;308
1796;4;78;2;1;1;8;1;1;615;1000;71;13;1699;0;280
1797;5;40;1;1;0;16;1;0;580;1105;0;14;1699;0;309
1798;5;52;2;1;1;9;1;0;480;1150;55;15;1700;0;322
1799;1;100;3;2;0;0;1;0;0;1550;125;26;1701;1;434
1800;1;100;3;2;0;0;1;0;0;1550;125;26;1701;1;434
1801;5;38;1;1;0;6;1;0;0;1680;0;22;1702;1;470
1802;5;47;2;1;1;1;0;0;500;1150;38;15;1703;0;322
1803;4;78;2;1;1;6;1;0;557;1050;84;14;1705;0;294
1804;3;48;1;1;0;0;1;0;250;900;542;14;1706;1;252
1805;4;50;1;1;1;7;1;0;750;860;84;12;1706;0;241
1806;5;37;1;1;0;6;1;0;555;1100;37;14;1706;0;308
1807;3;70;2;1;0;12;1;0;500;1105;84;17;1706;0;309
1808;5;80;2;2;1;0;0;0;0;1500;184;23;1707;1;420
1809;3;50;2;1;1;0;1;1;370;1290;30;17;1707;0;361
1810;3;62;2;1;1;5;1;0;470;1150;70;17;1707;0;322
1811;5;75;1;1;1;0;0;0;0;1521;163;23;1707;1;426
1812;5;55;2;1;1;0;1;0;0;1381;305;21;1707;1;387
1813;1;55;2;2;1;5;1;0;278;1300;111;18;1707;1;364
1814;3;40;1;1;0;1;1;0;330;1200;159;18;1707;1;336
1815;4;70;2;2;1;2;1;0;650;1000;45;13;1708;0;280
1816;3;34;1;1;1;6;1;1;180;1500;6;22;1708;1;420
1817;5;35;3;2;0;0;1;0;0;1600;84;25;1709;1;448
1818;5;100;3;1;2;0;0;0;0;1600;84;25;1709;1;448
1819;5;192;3;1;0;0;0;0;0;1560;125;24;1709;1;437
1820;3;61;2;1;0;1;1;0;470;1200;22;18;1710;0;336
1821;3;54;1;1;1;6;1;0;450;1200;42;18;1710;0;336
1822;3;70;2;1;0;0;1;0;350;1300;42;19;1711;1;364
1823;5;50;2;1;1;1;1;0;496;1200;0;16;1712;0;336
1824;4;48;1;1;0;1;0;0;626;1020;53;14;1713;0;286
1825;3;78;2;1;0;3;1;0;280;1380;32;21;1713;1;386
1826;1;52;2;1;1;5;1;1;253;1375;66;19;1713;1;385
1827;3;53;2;2;1;3;1;0;360;1275;59;19;1713;0;357
1828;3;55;2;1;0;3;0;0;290;1195;210;18;1713;1;335
1829;3;78;2;1;0;2;1;0;280;1380;32;21;1713;1;386
1830;4;50;1;1;1;5;1;0;700;1000;0;13;1713;0;280
1831;4;90;2;1;0;9;1;0;650;960;90;13;1713;0;269
1832;3;55;2;1;1;2;1;0;300;1319;75;20;1714;1;369
1833;3;72;2;2;1;2;1;0;650;950;100;14;1714;0;266
1834;3;80;3;1;1;1;1;0;350;1300;46;19;1715;1;364
1835;4;52;1;1;0;2;1;0;477;1172;50;16;1715;0;328
1836;2;100;3;2;0;2;0;0;815;808;81;11;1715;0;226
1837;5;80;2;2;1;0;1;0;0;1680;9;26;1715;1;470
1838;1;103;2;2;2;1;0;0;400;1200;100;16;1716;0;336
1839;4;68;2;1;1;2;1;0;560;1100;42;15;1717;0;308
1840;5;60;2;1;0;3;0;0;400;1300;0;17;1717;0;364
1841;5;35;1;1;0;0;1;0;350;1350;0;18;1718;1;378
1842;5;48;2;1;1;15;0;0;400;1260;42;16;1718;0;353
1843;2;68;3;1;1;2;1;0;555;1100;50;14;1719;0;308
1844;3;54;2;1;0;13;1;1;460;1200;41;18;1719;0;336
1845;1;100;3;3;1;3;1;0;300;1400;0;19;1719;1;392
1846;3;150;4;2;2;0;1;0;600;1100;0;20;1720;0;308
1847;1;72;2;1;1;9;1;0;421;1200;83;16;1720;0;336
1848;2;47;1;1;1;8;1;0;560;1100;46;14;1720;0;308
1849;2;80;3;2;1;3;1;0;430;1200;74;16;1720;0;336
1850;4;72;2;2;1;5;1;0;500;1200;5;16;1721;0;336
1851;5;46;1;1;0;3;1;0;100;1600;0;21;1721;1;448
1852;5;46;1;1;0;3;1;0;100;1600;0;21;1721;1;448
1853;4;72;2;2;1;5;1;0;500;1200;5;16;1721;0;336
1854;4;105;2;1;0;2;1;0;400;1250;55;17;1722;0;350
1855;3;63;2;1;0;12;1;0;500;1170;34;18;1722;0;328
1856;4;28;1;1;0;5;0;1;609;1099;0;15;1723;0;308
1857;5;100;4;1;0;0;1;0;0;1600;100;25;1725;1;448
1858;5;80;2;1;0;0;0;0;0;1576;125;24;1725;1;441
1859;4;63;2;1;0;4;1;0;600;1110;0;15;1725;0;311
1860;5;56;2;1;1;10;1;0;550;1160;0;15;1725;0;325
1861;5;100;1;2;2;0;0;0;0;1700;0;26;1726;1;476
1862;5;85;2;2;0;0;1;0;0;1700;0;26;1726;1;476
1863;3;72;2;1;0;23;1;0;600;1100;9;17;1726;0;308
1864;1;132;3;3;2;2;1;0;0;1500;207;20;1727;1;420
1865;3;67;2;2;1;2;1;1;413;1240;55;19;1727;0;347
1866;5;90;2;1;2;0;1;0;0;1480;225;23;1728;1;414
1867;4;33;1;1;0;3;1;0;500;1200;13;16;1729;0;336
1868;4;60;2;1;0;7;1;0;528;1100;86;15;1729;0;308
1869;4;60;2;1;0;7;1;0;528;1100;86;15;1729;0;308
1870;1;90;3;2;1;2;1;0;200;1400;111;19;1730;1;392
1871;5;52;2;1;1;3;1;0;403;1300;10;17;1730;0;364
1872;5;125;3;2;2;0;1;0;0;1700;5;26;1731;1;476
1873;5;38;1;1;1;2;1;0;335;1375;3;18;1731;1;385
1874;1;30;1;1;1;1;1;1;800;890;30;12;1732;0;249
1875;5;18;1;1;0;0;1;0;0;1710;0;22;1732;1;479
1876;5;47;1;1;0;1;1;0;490;1200;26;16;1732;0;336
1877;2;65;2;1;2;2;1;0;785;800;136;11;1732;0;224
1878;5;81;3;2;1;4;1;0;204;1510;0;20;1734;1;423
1879;3;55;2;1;0;1;0;0;185;1500;27;22;1734;1;420
1880;1;110;2;2;2;4;0;0;290;1346;88;10;1734;1;377
1881;3;27;1;1;0;2;0;1;300;1400;13;21;1734;1;392
1882;4;21;1;1;0;11;1;0;519;1200;0;16;1735;0;336
1883;4;21;1;1;0;11;1;0;519;1200;0;16;1735;0;336
1884;4;30;1;1;0;11;1;0;500;1200;21;16;1737;0;336
1885;4;30;1;1;0;11;1;0;500;1200;21;16;1737;0;336
